Year,Week,Resort,VisitorDays,Bureau of Meteorology station number,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres)
2021.0,11.0,Mt. Stirling,0.0,83024,2.76,-1.04,2.63
2021.0,12.0,Mt. Stirling,0.0,83024,1.4,-2.77,2.37
2021.0,13.0,Mt. Stirling,15.0,83024,6.06,-1.07,0.0
2021.0,14.0,Mt. Stirling,33.0,83024,6.47,-0.54,0.0
2021.0,15.0,Mt. Stirling,618.0,83024,3.61,-1.93,0.0
2022.0,1.0,Mt. Stirling,1038.0,83024,0.03,-3.2,1.29
2022.0,2.0,Mt. Stirling,711.0,83024,2.34,-1.06,2.57
2022.0,3.0,Mt. Stirling,426.0,83024,2.21,-1.97,2.83
2022.0,4.0,Mt. Stirling,984.0,83024,6.24,-0.24,0.0
2022.0,5.0,Mt. Stirling,1071.0,83024,0.14,-2.87,2.11
2022.0,6.0,Mt. Stirling,660.0,83024,0.07,-5.23,3.03
2022.0,7.0,Mt. Stirling,1158.0,83024,2.9,-0.5,3.71
2022.0,8.0,Mt. Stirling,1032.0,83024,1.01,-2.99,1.46
2022.0,9.0,Mt. Stirling,819.0,83024,1.14,-1.73,5.09
2022.0,10.0,Mt. Stirling,1314.0,83024,2.37,-1.87,2.29
2022.0,11.0,Mt. Stirling,1577.0,83024,0.43,-3.24,3.63
2022.0,12.0,Mt. Stirling,975.0,83024,5.69,-0.4,1.77
2022.0,13.0,Mt. Stirling,609.0,83024,3.13,-1.81,1.6
2022.0,14.0,Mt. Stirling,357.0,83024,1.97,-1.73,4.71
2022.0,15.0,Mt. Stirling,85.0,83024,2.9,-1.39,3.29
2023.0,1.0,Mt. Stirling,54.0,83024,1.19,-1.51,1.26
2023.0,2.0,Mt. Stirling,82.0,83024,-0.34,-3.2,0.43
2023.0,3.0,Mt. Stirling,422.0,83024,-0.2,-2.59,1.37
2023.0,4.0,Mt. Stirling,710.0,83024,2.97,-0.9,1.89
2023.0,5.0,Mt. Stirling,678.0,83024,1.59,-1.44,0.26
2023.0,6.0,Mt. Stirling,844.0,83024,3.83,-1.57,0.29
2023.0,7.0,Mt. Stirling,589.0,83024,3.84,-1.63,1.94
2023.0,8.0,Mt. Stirling,673.0,83024,3.87,0.26,4.23
2023.0,9.0,Mt. Stirling,1387.0,83024,4.86,-0.23,0.34
2023.0,10.0,Mt. Stirling,1495.0,83024,2.1,-2.9,3.57
2023.0,11.0,Mt. Stirling,2050.0,83024,4.7,-0.94,2.66
2023.0,12.0,Mt. Stirling,906.0,83024,6.57,0.81,1.44
2023.0,13.0,Mt. Stirling,1069.0,83024,7.24,-0.79,3.74
2023.0,14.0,Mt. Stirling,0.0,83024,4.29,-1.74,0.11
2023.0,15.0,Mt. Stirling,0.0,83024,4.0,0.44,0.57
2024.0,1.0,Mt. Stirling,0.0,83024,3.66,-2.4,3.23
2024.0,2.0,Mt. Stirling,12.0,83024,2.33,-3.34,0.37
2024.0,3.0,Mt. Stirling,106.0,83024,1.5,-1.97,1.51
2024.0,4.0,Mt. Stirling,122.0,83024,2.76,-2.74,2.6
2024.0,5.0,Mt. Stirling,426.0,83024,2.23,-1.11,3.31
2024.0,6.0,Mt. Stirling,122.0,83024,-0.4,-3.89,0.77
2024.0,7.0,Mt. Stirling,1403.0,83024,1.49,-2.06,3.09
2024.0,8.0,Mt. Stirling,1596.0,83024,1.83,-3.79,2.49
2024.0,9.0,Mt. Stirling,2097.0,83024,2.03,-1.7,1.17
2024.0,10.0,Mt. Stirling,1632.0,83024,6.13,2.27,1.74
2024.0,11.0,Mt. Stirling,1416.0,83024,4.89,0.83,4.2
2024.0,12.0,Mt. Stirling,701.0,83024,4.26,0.16,3.29
2024.0,13.0,Mt. Stirling,213.0,83024,6.1,-0.67,3.77
2024.0,14.0,Mt. Stirling,0.0,83024,5.73,-0.57,1.63
2024.0,15.0,Mt. Stirling,0.0,83024,2.07,-3.19,2.23
2014.0,1.0,Mt. Hotham,3483.0,83085,3.46,-1.14,2.34
2014.0,2.0,Mt. Hotham,1253.0,83085,3.0,-1.26,1.86
2014.0,3.0,Mt. Hotham,2992.0,83085,-0.9,-3.29,0.74
2014.0,4.0,Mt. Hotham,9680.0,83085,-0.99,-3.47,0.09
2014.0,5.0,Mt. Hotham,29628.0,83085,-1.84,-4.0,0.46
2014.0,6.0,Mt. Hotham,36665.0,83085,-1.96,-4.44,0.09
2014.0,7.0,Mt. Hotham,26465.0,83085,0.13,-3.24,1.63
2014.0,8.0,Mt. Hotham,21679.0,83085,-0.94,-3.96,1.14
2014.0,9.0,Mt. Hotham,31019.0,83085,0.7,-3.76,0.43
2014.0,10.0,Mt. Hotham,30360.0,83085,1.66,-5.49,0.69
2014.0,11.0,Mt. Hotham,35923.0,83085,2.7,-1.27,0.66
2014.0,12.0,Mt. Hotham,32657.0,83085,5.49,-0.46,1.34
2014.0,13.0,Mt. Hotham,28855.0,83085,1.46,-3.47,0.89
2014.0,14.0,Mt. Hotham,18708.0,83085,4.19,-0.96,3.11
2014.0,15.0,Mt. Hotham,11117.0,83085,3.54,-2.74,1.86
2015.0,1.0,Mt. Hotham,4997.0,83085,5.0,-3.37,0.27
2015.0,5.0,Mt. Hotham,22318.0,83085,-0.68,-4.18,0.0
2015.0,6.0,Mt. Hotham,27894.0,83085,-2.73,-5.87,0.0
2015.0,7.0,Mt. Hotham,22620.0,83085,-0.73,-3.26,1.83
2015.0,8.0,Mt. Hotham,17562.0,83085,-1.3,-4.16,0.0
2015.0,9.0,Mt. Hotham,27850.0,83085,-2.1,-5.74,0.11
2015.0,10.0,Mt. Hotham,31159.0,83085,-1.09,-2.99,1.23
2015.0,11.0,Mt. Hotham,35122.0,83085,1.39,-3.86,3.2
2015.0,12.0,Mt. Hotham,30754.0,83085,1.63,-3.69,2.77
2015.0,13.0,Mt. Hotham,25367.0,83085,4.45,-2.35,0.1
2016.0,1.0,Mt. Hotham,4590.0,83085,4.21,-1.27,0.31
2016.0,2.0,Mt. Hotham,1860.0,83085,2.17,-0.43,2.91
2016.0,3.0,Mt. Hotham,8368.0,83085,-2.13,-5.69,0.14
2016.0,4.0,Mt. Hotham,17433.0,83085,-0.67,-3.03,0.03
2016.0,5.0,Mt. Hotham,21302.0,83085,-0.27,-2.16,0.63
2016.0,6.0,Mt. Hotham,25173.0,83085,2.3,-2.6,1.83
2016.0,7.0,Mt. Hotham,20774.0,83085,-0.21,-3.51,0.17
2016.0,8.0,Mt. Hotham,19557.0,83085,-0.7,-2.48,0.85
2016.0,11.0,Mt. Hotham,31774.0,83085,0.29,-2.93,3.34
2016.0,12.0,Mt. Hotham,28211.0,83085,0.7,-4.03,1.86
2016.0,13.0,Mt. Hotham,20295.0,83085,5.71,-0.49,3.69
2016.0,14.0,Mt. Hotham,14224.0,83085,4.03,0.81,3.57
2016.0,15.0,Mt. Hotham,10134.0,83085,1.7,-2.79,3.67
2017.0,1.0,Mt. Hotham,6288.0,83085,6.39,-0.49,0.26
2017.0,2.0,Mt. Hotham,2644.0,83085,5.61,0.34,0.0
2017.0,3.0,Mt. Hotham,5756.0,83085,-1.1,-3.93,2.46
2017.0,4.0,Mt. Hotham,17281.0,83085,1.84,-3.82,0.48
2018.0,1.0,Mt. Hotham,6271.0,83085,1.03,-1.97,0.51
2018.0,2.0,Mt. Hotham,3489.0,83085,-1.46,-4.89,0.14
2018.0,3.0,Mt. Hotham,6911.0,83085,-0.51,-4.54,2.0
2018.0,4.0,Mt. Hotham,17524.0,83085,1.0,-3.07,1.89
2018.0,5.0,Mt. Hotham,31435.0,83085,0.14,-4.6,0.97
2018.0,6.0,Mt. Hotham,37737.0,83085,-0.73,-5.4,0.14
2018.0,7.0,Mt. Hotham,25157.0,83085,-1.26,-4.86,0.43
2018.0,8.0,Mt. Hotham,24150.0,83085,0.59,-3.71,2.23
2018.0,9.0,Mt. Hotham,30515.0,83085,-1.03,-4.61,1.46
2018.0,10.0,Mt. Hotham,33527.0,83085,-1.04,-4.19,3.29
2018.0,11.0,Mt. Hotham,38115.0,83085,-2.01,-4.8,0.06
2018.0,12.0,Mt. Hotham,35284.0,83085,-1.99,-5.4,3.46
2018.0,13.0,Mt. Hotham,28187.0,83085,0.71,-4.11,2.57
2018.0,14.0,Mt. Hotham,21947.0,83085,5.54,-0.97,0.29
2018.0,15.0,Mt. Hotham,15320.0,83085,1.6,-4.16,0.57
2019.0,2.0,Mt. Hotham,3019.0,83085,-2.5,-5.7,0.0
2019.0,3.0,Mt. Hotham,5820.0,83085,4.17,-1.83,0.06
2019.0,4.0,Mt. Hotham,13150.0,83085,1.01,-2.84,0.09
2019.0,5.0,Mt. Hotham,26572.0,83085,-0.16,-2.73,0.09
2019.0,6.0,Mt. Hotham,36382.0,83085,-0.51,-4.56,0.11
2019.0,7.0,Mt. Hotham,23978.0,83085,0.83,-3.49,0.17
2019.0,8.0,Mt. Hotham,24998.0,83085,2.95,-2.36,0.09
2019.0,9.0,Mt. Hotham,31360.0,83085,1.52,-4.1,0.0
2019.0,12.0,Mt. Hotham,37905.0,83085,2.4,-3.8,0.0
2020.0,5.0,Mt. Hotham,9325.0,83085,0.3,-1.08,4.9
2020.0,6.0,Mt. Hotham,15316.0,83085,0.87,-3.31,0.74
2020.0,7.0,Mt. Hotham,8953.0,83085,3.73,-1.84,0.34
2020.0,8.0,Mt. Hotham,4401.0,83085,4.06,-1.57,0.26
2020.0,9.0,Mt. Hotham,3476.0,83085,-0.61,-5.14,1.46
2020.0,10.0,Mt. Hotham,1043.0,83085,2.14,-1.1,2.43
2020.0,11.0,Mt. Hotham,0.0,83085,-1.71,-4.47,5.86
2020.0,12.0,Mt. Hotham,0.0,83085,0.93,-4.24,0.43
2020.0,13.0,Mt. Hotham,0.0,83085,3.91,-1.79,0.17
2020.0,14.0,Mt. Hotham,0.0,83085,7.31,0.73,2.26
2020.0,15.0,Mt. Hotham,0.0,83085,8.79,1.67,0.97
2021.0,1.0,Mt. Hotham,3992.0,83085,1.14,-2.31,3.26
2021.0,2.0,Mt. Hotham,9086.0,83085,0.53,-2.7,0.49
2021.0,3.0,Mt. Hotham,16742.0,83085,1.06,-2.21,1.03
2021.0,4.0,Mt. Hotham,28047.0,83085,-0.3,-3.39,1.8
2021.0,5.0,Mt. Hotham,35270.0,83085,0.49,-3.49,0.26
2021.0,6.0,Mt. Hotham,13693.0,83085,-0.54,-3.57,4.34
2021.0,7.0,Mt. Hotham,6750.0,83085,-1.44,-4.56,3.54
2021.0,8.0,Mt. Hotham,18858.0,83085,-0.23,-3.6,2.6
2021.0,9.0,Mt. Hotham,27982.0,83085,0.59,-3.11,2.06
2021.0,10.0,Mt. Hotham,16215.0,83085,0.47,-2.57,1.71
2021.0,11.0,Mt. Hotham,15773.0,83085,1.44,-1.77,0.11
2021.0,12.0,Mt. Hotham,4200.0,83085,0.26,-3.51,1.57
2021.0,13.0,Mt. Hotham,4200.0,83085,4.6,-1.16,0.46
2021.0,14.0,Mt. Hotham,5617.0,83085,3.36,-1.47,0.43
2021.0,15.0,Mt. Hotham,11309.0,83085,1.93,-2.6,0.8
2022.0,1.0,Mt. Hotham,16726.0,83085,-1.06,-4.37,0.11
2022.0,2.0,Mt. Hotham,17273.0,83085,0.9,-1.79,2.43
2022.0,3.0,Mt. Hotham,17846.0,83085,1.73,-3.09,5.11
2022.0,4.0,Mt. Hotham,32710.0,83085,2.1,-4.23,0.4
2022.0,5.0,Mt. Hotham,39827.0,83085,-1.1,-3.97,0.71
2022.0,6.0,Mt. Hotham,34135.0,83085,-1.46,-6.1,0.09
2022.0,7.0,Mt. Hotham,34204.0,83085,1.76,-2.26,2.54
2022.0,8.0,Mt. Hotham,32560.0,83085,0.27,-4.3,2.86
2022.0,10.0,Mt. Hotham,37253.0,83085,1.3,-2.5,5.5
2022.0,11.0,Mt. Hotham,34672.0,83085,-0.3,-4.19,4.66
2022.0,12.0,Mt. Hotham,33389.0,83085,4.1,-1.12,2.36
2023.0,1.0,Mt. Hotham,5318.0,83085,0.43,-2.33,0.2
2023.0,4.0,Mt. Hotham,33179.0,83085,2.87,-1.3,2.2
2023.0,5.0,Mt. Hotham,34315.0,83085,0.33,-2.23,0.57
2023.0,6.0,Mt. Hotham,44648.0,83085,1.41,-2.46,0.54
2023.0,7.0,Mt. Hotham,35497.0,83085,2.21,-2.2,0.31
2023.0,8.0,Mt. Hotham,34086.0,83085,2.87,-0.51,2.86
2023.0,9.0,Mt. Hotham,34067.0,83085,3.63,-1.1,0.14
2023.0,10.0,Mt. Hotham,35521.0,83085,0.8,-3.54,1.97
2023.0,11.0,Mt. Hotham,37115.0,83085,3.91,-1.56,2.49
2023.0,12.0,Mt. Hotham,30944.0,83085,5.14,0.07,3.23
2023.0,13.0,Mt. Hotham,22969.0,83085,8.35,-0.73,0.2
2024.0,1.0,Mt. Hotham,2079.0,83085,2.11,-3.17,1.63
2024.0,2.0,Mt. Hotham,4269.0,83085,0.46,-4.99,0.03
2024.0,3.0,Mt. Hotham,6033.0,83085,0.59,-2.94,2.54
2024.0,4.0,Mt. Hotham,11558.0,83085,0.36,-4.99,0.06
2024.0,5.0,Mt. Hotham,27353.0,83085,1.76,-1.64,3.89
2024.0,6.0,Mt. Hotham,31258.0,83085,-1.24,-5.14,0.54
2024.0,7.0,Mt. Hotham,36427.0,83085,-0.11,-2.77,1.03
2024.0,8.0,Mt. Hotham,24401.0,83085,-0.27,-5.57,1.03
2024.0,9.0,Mt. Hotham,25904.0,83085,1.37,-3.39,0.97
2024.0,10.0,Mt. Hotham,25139.0,83085,4.86,1.37,0.14
2024.0,11.0,Mt. Hotham,24260.0,83085,3.47,-0.06,3.6
2024.0,12.0,Mt. Hotham,19289.0,83085,2.87,-0.61,4.69
2024.0,13.0,Mt. Hotham,14487.0,83085,4.71,-1.36,2.29
2024.0,14.0,Mt. Hotham,2700.0,83085,4.63,-1.0,1.46
2024.0,15.0,Mt. Hotham,0.0,83085,1.67,-4.13,0.74
2014.0,1.0,Falls Creek,2790.0,83084,4.6,-0.3,3.4
2014.0,2.0,Falls Creek,1425.0,83084,4.41,-0.29,1.09
2014.0,3.0,Falls Creek,2101.0,83084,0.1,-2.83,3.51
2014.0,4.0,Falls Creek,9544.0,83084,1.39,-2.69,3.46
2014.0,5.0,Falls Creek,26211.0,83084,-0.73,-3.76,1.94
2014.0,6.0,Falls Creek,33392.0,83084,0.29,-3.96,4.0
2014.0,7.0,Falls Creek,28149.0,83084,3.1,-0.89,1.23
2014.0,8.0,Falls Creek,24565.0,83084,0.19,-3.33,2.29
2014.0,9.0,Falls Creek,28981.0,83084,2.37,-2.57,0.29
2014.0,10.0,Falls Creek,33125.0,83084,3.4,-4.54,0.0
2014.0,11.0,Falls Creek,36486.0,83084,4.43,-0.49,0.63
2014.0,12.0,Falls Creek,34468.0,83084,7.03,0.07,1.29
2014.0,13.0,Falls Creek,30104.0,83084,3.53,-2.1,0.94
2014.0,14.0,Falls Creek,23864.0,83084,5.7,-0.2,0.6
2014.0,15.0,Falls Creek,15869.0,83084,5.77,-1.87,0.43
2015.0,1.0,Falls Creek,4799.0,83084,7.23,0.16,0.03
2015.0,2.0,Falls Creek,3293.0,83084,2.16,-2.03,1.83
2015.0,3.0,Falls Creek,5965.0,83084,7.0,-0.44,1.03
2015.0,4.0,Falls Creek,11758.0,83084,1.37,-3.91,0.46
2015.0,5.0,Falls Creek,20779.0,83084,0.54,-2.97,2.54
2015.0,6.0,Falls Creek,24064.0,83084,-1.27,-5.5,0.83
2015.0,7.0,Falls Creek,27566.0,83084,0.2,-2.34,3.06
2015.0,8.0,Falls Creek,25955.0,83084,-0.4,-3.61,0.63
2015.0,9.0,Falls Creek,31872.0,83084,-0.29,-5.11,0.4
2015.0,10.0,Falls Creek,35417.0,83084,0.94,-2.9,0.91
2015.0,11.0,Falls Creek,37063.0,83084,3.36,-2.1,0.31
2015.0,12.0,Falls Creek,36903.0,83084,2.03,-3.51,3.0
2015.0,13.0,Falls Creek,33126.0,83084,3.24,-1.7,1.57
2015.0,14.0,Falls Creek,28099.0,83084,7.5,-0.03,0.31
2015.0,15.0,Falls Creek,18548.0,83084,5.93,0.09,0.86
2016.0,1.0,Falls Creek,3840.0,83084,5.23,-1.14,2.2
2016.0,2.0,Falls Creek,2176.0,83084,2.99,0.09,2.54
2016.0,3.0,Falls Creek,10297.0,83084,-0.91,-4.67,1.34
2016.0,4.0,Falls Creek,23077.0,83084,0.34,-2.73,3.31
2016.0,5.0,Falls Creek,33309.0,83084,0.83,-1.47,2.69
2016.0,6.0,Falls Creek,38818.0,83084,5.01,-1.03,0.91
2016.0,7.0,Falls Creek,30873.0,83084,0.53,-2.79,1.66
2016.0,8.0,Falls Creek,36692.0,83084,0.0,-2.67,1.03
2016.0,9.0,Falls Creek,40090.0,83084,0.83,-3.13,0.11
2016.0,10.0,Falls Creek,43213.0,83084,2.19,-2.09,0.8
2016.0,11.0,Falls Creek,43213.0,83084,1.04,-2.16,2.43
2016.0,12.0,Falls Creek,43275.0,83084,2.2,-2.86,0.17
2016.0,13.0,Falls Creek,33724.0,83084,6.7,-0.29,0.89
2016.0,14.0,Falls Creek,24144.0,83084,5.61,1.69,1.49
2016.0,15.0,Falls Creek,19696.0,83084,2.6,-2.01,1.91
2017.0,1.0,Falls Creek,5663.0,83084,7.26,0.24,0.0
2017.0,2.0,Falls Creek,3577.0,83084,6.9,1.07,0.0
2017.0,3.0,Falls Creek,7935.0,83084,0.13,-3.41,0.03
2017.0,4.0,Falls Creek,16182.0,83084,2.07,-2.89,0.97
2017.0,5.0,Falls Creek,30745.0,83084,-0.63,-3.59,0.51
2017.0,6.0,Falls Creek,38180.0,83084,-0.64,-4.17,2.8
2017.0,7.0,Falls Creek,30541.0,83084,0.36,-3.71,2.11
2017.0,8.0,Falls Creek,29332.0,83084,2.19,-2.93,0.91
2017.0,9.0,Falls Creek,34784.0,83084,-0.19,-2.99,3.2
2017.0,10.0,Falls Creek,39838.0,83084,1.54,-0.67,1.14
2017.0,11.0,Falls Creek,41643.0,83084,-0.19,-5.0,0.34
2017.0,12.0,Falls Creek,38487.0,83084,0.83,-5.96,2.69
2017.0,13.0,Falls Creek,34745.0,83084,1.31,-3.46,4.34
2017.0,14.0,Falls Creek,28865.0,83084,2.31,-2.44,2.51
2017.0,15.0,Falls Creek,21846.0,83084,4.23,-2.56,1.23
2018.0,1.0,Falls Creek,4735.0,83084,1.93,-1.4,2.66
2018.0,2.0,Falls Creek,3408.0,83084,-0.61,-4.24,0.37
2018.0,3.0,Falls Creek,8450.0,83084,2.49,-3.21,0.0
2018.0,4.0,Falls Creek,16200.0,83084,2.11,-1.99,2.23
2018.0,5.0,Falls Creek,32502.0,83084,0.76,-3.96,0.97
2018.0,6.0,Falls Creek,40750.0,83084,-0.2,-4.77,1.46
2018.0,7.0,Falls Creek,31768.0,83084,-0.41,-4.44,1.46
2018.0,8.0,Falls Creek,29814.0,83084,1.14,-2.36,4.6
2018.0,9.0,Falls Creek,33734.0,83084,0.63,-3.94,3.66
2018.0,10.0,Falls Creek,41774.0,83084,-0.43,-3.7,3.77
2018.0,11.0,Falls Creek,40149.0,83084,-0.66,-4.63,2.11
2018.0,12.0,Falls Creek,38075.0,83084,1.73,-4.94,0.0
2018.0,13.0,Falls Creek,32603.0,83084,0.33,-5.33,2.2
2019.0,1.0,Falls Creek,8702.0,83084,3.86,0.86,3.09
2019.0,2.0,Falls Creek,4257.0,83084,0.03,-4.49,1.11
2019.0,3.0,Falls Creek,7581.0,83084,4.99,-0.96,0.11
2019.0,4.0,Falls Creek,14826.0,83084,2.09,-2.23,0.43
2019.0,5.0,Falls Creek,31088.0,83084,0.37,-2.16,3.77
2019.0,6.0,Falls Creek,37988.0,83084,0.41,-3.97,3.17
2019.0,7.0,Falls Creek,33409.0,83084,2.27,-2.76,0.29
2019.0,8.0,Falls Creek,31157.0,83084,4.3,-1.99,1.8
2019.0,9.0,Falls Creek,34471.0,83084,0.57,-3.91,4.83
2019.0,10.0,Falls Creek,39514.0,83084,-0.07,-4.27,3.09
2019.0,11.0,Falls Creek,40569.0,83084,3.06,-3.81,3.8
2019.0,12.0,Falls Creek,38230.0,83084,3.36,-4.29,1.07
2019.0,13.0,Falls Creek,35090.0,83084,5.16,-0.23,3.2
2019.0,14.0,Falls Creek,30655.0,83084,5.17,-2.34,2.29
2019.0,15.0,Falls Creek,22832.0,83084,6.98,-0.17,1.17
2020.0,1.0,Falls Creek,2905.0,83084,3.97,-0.26,0.43
2020.0,2.0,Falls Creek,1931.0,83084,2.36,-0.26,1.4
2020.0,3.0,Falls Creek,1672.0,83084,2.56,-2.66,2.29
2020.0,4.0,Falls Creek,4208.0,83084,0.99,-3.0,1.63
2020.0,5.0,Falls Creek,7199.0,83084,2.01,-1.06,1.6
2020.0,6.0,Falls Creek,8741.0,83084,1.13,-2.74,1.43
2020.0,7.0,Falls Creek,6964.0,83084,4.43,-0.7,1.37
2020.0,8.0,Falls Creek,3407.0,83084,5.1,-1.54,0.31
2020.0,9.0,Falls Creek,4837.0,83084,0.53,-4.53,1.97
2020.0,10.0,Falls Creek,4869.0,83084,3.1,-0.67,2.26
2020.0,11.0,Falls Creek,0.0,83084,-1.01,-4.27,1.54
2020.0,12.0,Falls Creek,0.0,83084,2.96,-3.54,2.66
2020.0,13.0,Falls Creek,0.0,83084,5.33,-0.99,0.46
2020.0,14.0,Falls Creek,0.0,83084,8.34,1.16,1.57
2020.0,15.0,Falls Creek,0.0,83084,9.53,1.0,1.86
